_id,_deleted,quote_id,user,email_address,billing_account,order_time,order_time_et,last_history_status,last_history_time,due_date,due_date_et,original_due_date,ship_date,min_cancelled_et,quote_source,is_manually_quoted,is_manually_quoted_type,coupon,selected_price_tier,order_total_price_bin,order_total_price_bin_sales,order_total_quantity_bin,customer_flag,customer_flag_aggregated,quoter_customer_flag,quote_rank_customer,quote_rank_account,order_rank_customer,order_rank_account,is_quote_reorder,quote_reorder_count,days_since_last_order,months_since_last_order,contains_fab5_process,contains_sheet_cutting_process,is_fully_outsourced,is_fully_shipped,is_unproven,order_ship_status,asana_late_shipment_category,has_new_processes,has_rma_job,payment_type,subtotal,total,total_etl,bookings,bookings_with_shipping,cancelled_part_bookings,line_items_discount_total,line_items_shipping_total,line_items_tax,lead_time_days,part_count,total_order_quantity,total_quantity_unproven,days_from_quote_to_order,shipping_method,shipping_address_country,shipping_address_country_code,shipping_address_state,shipping_address_city
ORD00002352,False,QT000012939,USR0003630,user3630@example.com,ACC001167,2023-08-05,,completed,,2023-08-09,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,120,0,False,True,False,True,False,Early,,False,False,credit_card,1390.97,1545.53,1545.53,1545.53,1622.8,0,77.28,46.37,123.64,14,7,24,0,1,standard,US,US,CA,San Francisco
ORD00002353,False,QT000012941,USR0003630,user3630@example.com,ACC001167,2023-02-04,,completed,,2023-02-28,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,True,0,6,11,True,False,False,True,False,On Time,,False,False,credit_card,2798.44,3109.38,3109.38,3109.38,3264.85,0,155.47,93.28,248.75,5,5,23,0,5,standard,US,US,CA,San Francisco
ORD00002354,False,QT000012953,USR0003635,user3635@example.com,ACC001290,2025-02-16,,completed,,2025-03-06,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,11,1,False,False,False,True,False,On Time,,False,False,credit_card,2360.68,2622.98,2622.98,2622.98,2754.13,0,131.15,78.69,209.84,29,6,25,0,12,standard,CA,CA,CA,San Francisco
ORD00002355,False,QT000012958,USR0003637,user3637@example.com,ACC000392,2024-11-23,,completed,,2024-12-12,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,True,0,117,3,False,False,False,True,False,Late,,False,False,net30,1848.61,2054.01,2054.01,2054.01,2156.71,0,102.7,61.62,164.32,16,1,10,0,4,standard,US,US,CA,San Francisco
ORD00002356,False,QT000012959,USR0003638,user3638@example.com,ACC000819,2023-02-28,,completed,,2023-03-13,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,74,4,False,False,False,True,False,Early,,False,False,net30,5692.55,6325.06,6325.06,6325.06,6641.31,0,316.25,189.75,506.0,5,10,2,0,6,standard,US,US,CA,San Francisco
ORD00002357,False,QT000012962,USR0003638,user3638@example.com,ACC000819,2024-11-02,,completed,,2024-11-08,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,103,3,True,False,False,True,False,On Time,,False,False,net30,5452.19,6057.99,6057.99,6057.99,6360.88,0,302.9,181.74,484.64,26,3,24,0,7,standard,US,US,CA,San Francisco
ORD00002358,False,QT000012970,USR0003642,user3642@example.com,ACC000619,2023-10-02,,completed,,2023-10-27,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,True,0,40,6,False,False,False,True,False,Late,,False,False,credit_card,3976.01,4417.79,4417.79,4417.79,4638.68,0,220.89,132.53,353.42,24,4,5,0,8,standard,US,US,CA,San Francisco
ORD00002359,False,QT000012972,USR0003642,user3642@example.com,ACC000619,2024-10-08,,completed,,2024-11-03,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,True,0,178,8,True,False,False,True,False,On Time,,False,False,net30,3659.31,4065.9,4065.9,4065.9,4269.2,0,203.3,121.98,325.27,11,1,36,0,3,standard,US,US,CA,San Francisco
ORD00002360,False,QT000012975,USR0003642,user3642@example.com,ACC000619,2025-03-22,,completed,,2025-04-11,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,True,0,117,4,False,True,False,True,False,On Time,,False,False,credit_card,2685.94,2984.38,2984.38,2984.38,3133.6,0,149.22,89.53,238.75,21,4,37,0,1,standard,US,US,CA,San Francisco
ORD00002361,False,QT000012979,USR0003643,user3643@example.com,ACC001667,2025-01-15,,completed,,2025-02-03,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,True,0,129,8,True,False,False,True,False,On Time,,False,False,credit_card,6587.12,7319.02,7319.02,7319.02,7684.97,0,365.95,219.57,585.52,14,8,23,0,4,standard,US,US,CA,San Francisco
ORD00002362,False,QT000013011,USR0003649,user3649@example.com,ACC003077,2022-09-06,,completed,,2022-09-14,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,True,0,100,0,True,True,False,True,True,Early,,False,False,net30,1647.03,1830.03,1830.03,1830.03,1921.54,0,91.5,54.9,146.4,10,11,17,0,12,standard,UK,UK,CA,San Francisco
ORD00002363,False,QT000013017,USR0003650,user3650@example.com,ACC000301,2025-04-09,,completed,,2025-04-16,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,85,8,False,False,False,True,False,On Time,,False,False,credit_card,3794.57,4216.19,4216.19,4216.19,4427.0,0,210.81,126.49,337.3,26,4,25,0,6,standard,US,US,CA,San Francisco
ORD00002364,False,QT000013024,USR0003652,user3652@example.com,ACC002351,2024-02-10,,completed,,2024-02-23,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,57,5,False,True,False,True,False,On Time,,False,False,credit_card,610.43,678.26,678.26,678.26,712.17,0,33.91,20.35,54.26,21,11,24,0,5,standard,US,US,CA,San Francisco
ORD00002365,False,QT000013027,USR0003653,user3653@example.com,ACC000027,2023-12-26,,completed,,2023-12-30,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,137,7,True,True,True,True,False,On Time,,False,False,credit_card,4967.77,5519.74,5519.74,5519.74,5795.73,0,275.99,165.59,441.58,29,2,29,0,10,standard,US,US,CA,San Francisco
ORD00002366,False,QT000013034,USR0003654,user3654@example.com,ACC002519,2024-07-01,,completed,,2024-07-20,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,True,0,130,11,True,True,False,True,False,On Time,,False,False,credit_card,4434.21,4926.9,4926.9,4926.9,5173.25,0,246.35,147.81,394.15,25,4,12,0,5,standard,UK,UK,CA,San Francisco
ORD00002367,False,QT000013039,USR0003655,user3655@example.com,ACC000757,2025-07-31,,completed,,2025-08-09,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,125,5,False,False,False,False,False,On Time,,False,False,credit_card,594.44,660.49,660.49,660.49,693.52,0,33.02,19.81,52.84,20,10,37,0,6,standard,CA,CA,CA,San Francisco
ORD00002368,False,QT000013041,USR0003657,user3657@example.com,ACC003057,2025-03-20,,completed,,2025-04-04,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,28,7,False,False,False,True,False,Late,,False,False,net30,4461.98,4957.76,4957.76,4957.76,5205.65,0,247.89,148.73,396.62,19,1,18,0,1,standard,CA,CA,CA,San Francisco
ORD00002369,False,QT000013047,USR0003659,user3659@example.com,ACC003090,2024-06-01,,completed,,2024-06-10,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,78,2,False,False,False,True,False,Early,,False,False,net30,717.16,796.84,796.84,796.84,836.68,0,39.84,23.91,63.75,18,10,42,0,4,standard,US,US,CA,San Francisco
ORD00002370,False,QT000013052,USR0003660,user3660@example.com,ACC001885,2023-05-05,,completed,,2023-05-07,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,84,5,False,False,True,False,False,On Time,,False,False,credit_card,3586.32,3984.8,3984.8,3984.8,4184.04,0,199.24,119.54,318.78,27,11,20,0,7,standard,US,US,CA,San Francisco
ORD00002371,False,QT000013059,USR0003663,user3663@example.com,ACC001922,2025-03-30,,completed,,2025-04-17,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,True,0,39,3,True,False,False,True,False,On Time,,False,False,credit_card,1953.05,2170.05,2170.05,2170.05,2278.55,0,108.5,65.1,173.6,7,3,23,0,8,standard,AU,AU,CA,San Francisco
ORD00002372,False,QT000013060,USR0003664,user3664@example.com,ACC000970,2025-05-13,,completed,,2025-05-28,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,38,3,True,False,False,False,False,On Time,,False,False,net30,6644.11,7382.35,7382.35,7382.35,7751.47,0,369.12,221.47,590.59,11,10,44,0,2,standard,US,US,CA,San Francisco
ORD00002373,False,QT000013096,USR0003676,user3676@example.com,ACC001800,2023-10-21,,completed,,2023-11-04,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,93,4,True,False,False,False,False,On Time,,False,False,credit_card,1947.96,2164.4,2164.4,2164.4,2272.62,0,108.22,64.93,173.15,7,3,40,0,2,standard,US,US,CA,San Francisco
ORD00002374,False,QT000013115,USR0003682,user3682@example.com,ACC002310,2025-01-02,,completed,,2025-01-08,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,120,4,False,False,False,True,False,On Time,,False,False,net30,1115.3,1239.22,1239.22,1239.22,1301.18,0,61.96,37.18,99.14,14,7,31,0,13,standard,US,US,CA,San Francisco
ORD00002375,False,QT000013117,USR0003683,user3683@example.com,ACC000203,2025-06-13,,completed,,2025-06-21,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,68,6,False,False,False,True,False,On Time,,False,False,credit_card,6295.18,6994.64,6994.64,6994.64,7344.37,0,349.73,209.84,559.57,6,4,6,0,13,standard,US,US,CA,San Francisco
ORD00002376,False,QT000013126,USR0003686,user3686@example.com,ACC002730,2024-03-13,,completed,,2024-03-30,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,62,5,True,False,False,True,False,On Time,,False,False,net30,2423.28,2692.53,2692.53,2692.53,2827.16,0,134.63,80.78,215.4,13,8,14,0,9,standard,AU,AU,CA,San Francisco
ORD00002377,False,QT000013128,USR0003686,user3686@example.com,ACC002730,2022-08-14,,completed,,2022-08-26,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,120,10,False,False,False,True,False,Early,,False,False,net30,4141.52,4601.69,4601.69,4601.69,4831.77,0,230.08,138.05,368.13,7,10,40,0,5,standard,AU,AU,CA,San Francisco
ORD00002378,False,QT000013129,USR0003686,user3686@example.com,ACC002730,2022-06-21,,completed,,2022-06-28,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,138,11,True,False,False,True,False,On Time,,False,False,credit_card,4762.73,5291.92,5291.92,5291.92,5556.52,0,264.6,158.76,423.35,19,2,16,0,10,standard,AU,AU,CA,San Francisco
ORD00002379,False,QT000013131,USR0003687,user3687@example.com,ACC003094,2022-10-26,,completed,,2022-10-27,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,34,7,False,False,False,True,False,On Time,,False,False,credit_card,1872.06,2080.07,2080.07,2080.07,2184.07,0,104.0,62.4,166.41,12,11,42,0,1,standard,US,US,CA,San Francisco
ORD00002380,False,QT000013135,USR0003687,user3687@example.com,ACC003094,2023-02-01,,completed,,2023-02-10,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,True,0,89,5,False,False,False,True,False,Early,,False,False,credit_card,1966.27,2184.75,2184.75,2184.75,2293.98,0,109.24,65.54,174.78,18,9,2,0,8,standard,US,US,CA,San Francisco
ORD00002381,False,QT000013141,USR0003688,user3688@example.com,ACC001375,2025-09-01,,completed,,2025-09-09,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,127,3,True,False,False,True,False,Late,,False,False,net30,4132.41,4591.57,4591.57,4591.57,4821.15,0,229.58,137.75,367.33,6,6,6,0,5,standard,US,US,CA,San Francisco
ORD00002382,False,QT000013145,USR0003690,user3690@example.com,ACC000037,2023-03-15,,completed,,2023-04-08,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,136,6,True,False,False,True,False,On Time,,False,False,net30,749.01,832.23,832.23,832.23,873.84,0,41.61,24.97,66.58,16,9,22,0,3,standard,US,US,CA,San Francisco
ORD00002383,False,QT000013154,USR0003694,user3694@example.com,ACC002604,2024-05-04,,completed,,2024-05-19,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,61,6,False,False,False,True,False,On Time,,False,False,credit_card,5179.12,5754.58,5754.58,5754.58,6042.3,0,287.73,172.64,460.37,19,1,8,0,1,standard,US,US,CA,San Francisco
ORD00002384,False,QT000013162,USR0003696,user3696@example.com,ACC001092,2023-05-12,,completed,,2023-05-24,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,170,2,False,False,False,True,False,Late,,False,False,credit_card,5609.98,6233.32,6233.32,6233.32,6544.98,0,311.67,187.0,498.67,18,10,5,0,10,standard,US,US,CA,San Francisco
ORD00002385,False,QT000013163,USR0003696,user3696@example.com,ACC001092,2024-10-07,,completed,,2024-11-02,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,53,4,True,False,False,False,True,Late,,False,False,credit_card,3632.62,4036.25,4036.25,4036.25,4238.06,0,201.81,121.09,322.9,27,3,10,0,2,standard,US,US,CA,San Francisco
ORD00002386,False,QT000013166,USR0003696,user3696@example.com,ACC001092,2024-09-25,,completed,,2024-10-02,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,149,0,False,False,False,False,False,On Time,,False,False,credit_card,2258.75,2509.72,2509.72,2509.72,2635.21,0,125.49,75.29,200.78,18,3,2,0,3,standard,US,US,CA,San Francisco
ORD00002387,False,QT000013167,USR0003697,user3697@example.com,ACC001412,2022-10-01,,completed,,2022-10-15,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,14,6,False,False,False,True,False,On Time,,False,False,credit_card,13181.32,14645.91,14645.91,14645.91,15378.21,0,732.3,439.38,1171.67,17,3,8,0,10,standard,AU,AU,CA,San Francisco
ORD00002388,False,QT000013170,USR0003698,user3698@example.com,ACC000703,2023-11-07,,completed,,2023-11-11,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,146,7,False,False,False,True,False,On Time,,False,False,credit_card,1337.42,1486.03,1486.03,1486.03,1560.33,0,74.3,44.58,118.88,14,1,28,0,11,standard,IN,IN,CA,San Francisco
ORD00002389,False,QT000013171,USR0003698,user3698@example.com,ACC000703,2024-05-15,,completed,,2024-06-06,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,90,10,True,False,False,True,False,On Time,,False,False,credit_card,992.73,1103.04,1103.04,1103.04,1158.19,0,55.15,33.09,88.24,15,2,1,0,8,standard,IN,IN,CA,San Francisco
ORD00002390,False,QT000013178,USR0003700,user3700@example.com,ACC002461,2024-11-10,,completed,,2024-11-22,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,143,9,False,False,True,True,False,On Time,,False,False,net30,7097.15,7885.72,7885.72,7885.72,8280.0,0,394.29,236.57,630.86,10,11,30,0,11,standard,UK,UK,CA,San Francisco
ORD00002391,False,QT000013179,USR0003700,user3700@example.com,ACC002461,2024-07-15,,completed,,2024-07-22,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,151,2,False,False,False,True,False,On Time,,False,False,credit_card,21526.35,23918.17,23918.17,23918.17,25114.08,0,1195.91,717.55,1913.45,20,2,17,0,12,standard,UK,UK,CA,San Francisco
ORD00002392,False,QT000013186,USR0003702,user3702@example.com,ACC002296,2025-05-27,,completed,,2025-06-07,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,True,0,14,5,True,False,False,False,False,On Time,,False,False,credit_card,25474.12,28304.57,28304.57,28304.57,29719.8,0,1415.23,849.14,2264.37,18,6,41,0,13,standard,US,US,CA,San Francisco
ORD00002393,False,QT000013194,USR0003703,user3703@example.com,ACC000561,2024-07-10,,completed,,2024-08-01,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,112,8,False,False,False,True,False,Late,,False,False,credit_card,3236.16,3595.73,3595.73,3595.73,3775.52,0,179.79,107.87,287.66,25,2,17,0,11,standard,US,US,CA,San Francisco
ORD00002394,False,QT000013202,USR0003706,user3706@example.com,ACC000113,2024-11-06,,completed,,2024-11-12,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,58,4,True,True,False,True,False,On Time,,False,False,net30,2495.17,2772.41,2772.41,2772.41,2911.03,0,138.62,83.17,221.79,9,8,45,0,5,standard,US,US,CA,San Francisco
ORD00002395,False,QT000013222,USR0003713,user3713@example.com,ACC000812,2024-04-19,,completed,,2024-05-03,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,62,11,False,False,False,True,False,On Time,,False,False,credit_card,354.94,394.38,394.38,394.38,414.1,0,19.72,11.83,31.55,21,9,41,0,2,standard,UK,UK,CA,San Francisco
ORD00002396,False,QT000013225,USR0003713,user3713@example.com,ACC000812,2023-07-19,,completed,,2023-07-20,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,83,1,False,False,True,True,False,On Time,,False,False,net30,848.98,943.31,943.31,943.31,990.47,0,47.17,28.3,75.46,17,7,42,0,13,standard,UK,UK,CA,San Francisco
ORD00002397,False,QT000013226,USR0003714,user3714@example.com,ACC002975,2022-07-17,,completed,,2022-08-08,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,True,0,161,9,False,False,False,False,False,On Time,,False,False,net30,11861.28,13179.2,13179.2,13179.2,13838.16,0,658.96,395.38,1054.34,19,2,31,0,3,standard,UK,UK,CA,San Francisco
ORD00002398,False,QT000013231,USR0003715,user3715@example.com,ACC002624,2025-06-15,,completed,,2025-06-30,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,164,3,False,False,False,True,False,On Time,,False,False,credit_card,1838.11,2042.34,2042.34,2042.34,2144.46,0,102.12,61.27,163.39,5,9,14,0,5,standard,IN,IN,CA,San Francisco
ORD00002399,False,QT000013234,USR0003715,user3715@example.com,ACC002624,2024-07-02,,completed,,2024-07-20,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,10,11,False,False,False,True,False,On Time,,False,False,credit_card,1594.71,1771.9,1771.9,1771.9,1860.5,0,88.6,53.16,141.75,26,7,8,0,13,standard,IN,IN,CA,San Francisco
ORD00002400,False,QT000013245,USR0003717,user3717@example.com,ACC001877,2025-02-07,,completed,,2025-03-01,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,178,3,True,False,True,True,False,Early,,False,False,credit_card,90.0,100.0,100.0,100.0,105.0,0,5.0,3.0,8.0,8,6,38,0,2,standard,CA,CA,CA,San Francisco
ORD00002401,False,QT000013250,USR0003718,user3718@example.com,ACC001131,2023-04-09,,completed,,2023-04-16,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,40,5,False,False,False,True,False,On Time,,False,False,net30,1050.97,1167.74,1167.74,1167.74,1226.13,0,58.39,35.03,93.42,23,10,7,0,5,standard,US,US,CA,San Francisco
ORD00002402,False,QT000013255,USR0003721,user3721@example.com,ACC000924,2024-04-10,,completed,,2024-04-28,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,130,0,True,False,False,False,False,Early,,False,False,po,6632.92,7369.91,7369.91,7369.91,7738.4,0,368.5,221.1,589.59,29,4,27,0,8,standard,CA,CA,CA,San Francisco
ORD00002403,False,QT000013259,USR0003721,user3721@example.com,ACC000924,2025-05-01,,completed,,2025-05-17,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,True,0,150,1,False,False,False,False,True,On Time,,False,False,po,5039.56,5599.51,5599.51,5599.51,5879.48,0,279.98,167.99,447.96,8,9,19,0,9,standard,CA,CA,CA,San Francisco
ORD00002404,False,QT000013266,USR0003722,user3722@example.com,ACC002035,2024-05-31,,completed,,2024-06-09,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,172,9,False,False,False,True,False,Early,,False,False,credit_card,14440.2,16044.67,16044.67,16044.67,16846.9,0,802.23,481.34,1283.57,10,2,36,0,8,standard,IN,IN,CA,San Francisco
ORD00002405,False,QT000013270,USR0003723,user3723@example.com,ACC000813,2022-11-15,,completed,,2022-12-08,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,85,2,False,False,False,True,False,On Time,,False,False,net30,1918.07,2131.19,2131.19,2131.19,2237.75,0,106.56,63.94,170.5,20,3,7,0,9,standard,US,US,CA,San Francisco
ORD00002406,False,QT000013282,USR0003726,user3726@example.com,ACC000518,2024-03-10,,completed,,2024-04-05,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,True,0,11,3,False,True,False,False,False,On Time,,False,False,credit_card,4132.78,4591.98,4591.98,4591.98,4821.58,0,229.6,137.76,367.36,16,1,9,0,2,standard,US,US,CA,San Francisco
ORD00002407,False,QT000013285,USR0003727,user3727@example.com,ACC002274,2023-08-05,,completed,,2023-08-15,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,35,11,True,False,False,True,False,On Time,,False,False,net30,965.7,1073.0,1073.0,1073.0,1126.65,0,53.65,32.19,85.84,12,2,8,0,4,standard,US,US,CA,San Francisco
ORD00002408,False,QT000013286,USR0003727,user3727@example.com,ACC002274,2023-06-02,,completed,,2023-06-19,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,32,8,True,False,False,True,False,On Time,,False,False,net30,220.92,245.47,245.47,245.47,257.75,0,12.27,7.36,19.64,17,4,12,0,9,standard,US,US,CA,San Francisco
ORD00002409,False,QT000013294,USR0003729,user3729@example.com,ACC000396,2025-06-30,,completed,,2025-07-12,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,164,3,True,False,False,True,False,On Time,,False,False,credit_card,22061.88,24513.2,24513.2,24513.2,25738.86,0,1225.66,735.4,1961.06,23,8,22,0,2,standard,AU,AU,CA,San Francisco
ORD00002410,False,QT000013300,USR0003731,user3731@example.com,ACC002930,2023-07-26,,completed,,2023-08-08,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,True,0,34,5,True,False,False,False,False,On Time,,False,False,net30,955.45,1061.61,1061.61,1061.61,1114.69,0,53.08,31.85,84.93,19,3,32,0,6,standard,US,US,CA,San Francisco
ORD00002411,False,QT000013303,USR0003732,user3732@example.com,ACC000703,2025-07-06,,completed,,2025-07-27,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,146,6,False,False,False,True,False,On Time,,False,False,net30,683.01,758.9,758.9,758.9,796.84,0,37.94,22.77,60.71,29,7,42,0,9,standard,IN,IN,CA,San Francisco
ORD00002412,False,QT000013307,USR0003732,user3732@example.com,ACC000703,2024-04-26,,completed,,2024-05-20,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,45,11,False,False,False,True,False,Early,,False,False,credit_card,794.94,883.26,883.26,883.26,927.42,0,44.16,26.5,70.66,19,5,24,0,10,standard,IN,IN,CA,San Francisco
ORD00002413,False,QT000013313,USR0003734,user3734@example.com,ACC002493,2024-07-23,,completed,,2024-08-14,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,True,0,39,10,False,True,False,True,False,On Time,,False,False,credit_card,1400.39,1555.99,1555.99,1555.99,1633.79,0,77.8,46.68,124.48,21,7,43,0,9,standard,UK,UK,CA,San Francisco
ORD00002414,False,QT000013330,USR0003738,user3738@example.com,ACC001048,2023-09-13,,completed,,2023-09-24,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,67,5,True,False,False,True,False,On Time,,False,False,net30,1190.42,1322.69,1322.69,1322.69,1388.82,0,66.13,39.68,105.82,21,11,32,0,1,standard,US,US,CA,San Francisco
ORD00002415,False,QT000013331,USR0003738,user3738@example.com,ACC001048,2023-11-20,,completed,,2023-12-06,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,71,11,True,False,False,True,False,Early,,False,False,credit_card,403.16,447.95,447.95,447.95,470.35,0,22.4,13.44,35.84,13,8,36,0,1,standard,US,US,CA,San Francisco
ORD00002416,False,QT000013339,USR0003740,user3740@example.com,ACC001159,2024-03-08,,completed,,2024-03-17,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,True,0,95,8,True,True,False,True,False,On Time,,False,False,credit_card,10611.56,11790.62,11790.62,11790.62,12380.15,0,589.53,353.72,943.25,27,7,48,0,9,standard,AU,AU,CA,San Francisco
ORD00002417,False,QT000013343,USR0003742,user3742@example.com,ACC002951,2024-12-17,,completed,,2024-12-28,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,True,0,124,9,False,False,False,False,False,On Time,,False,False,po,31331.96,34813.29,34813.29,34813.29,36553.96,0,1740.66,1044.4,2785.06,23,2,7,0,10,standard,UK,UK,CA,San Francisco
ORD00002418,False,QT000013344,USR0003742,user3742@example.com,ACC002951,2023-05-10,,completed,,2023-05-23,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,True,0,175,7,True,True,False,False,False,Early,,False,False,credit_card,15445.2,17161.33,17161.33,17161.33,18019.4,0,858.07,514.84,1372.91,9,7,49,0,8,standard,UK,UK,CA,San Francisco
ORD00002419,False,QT000013356,USR0003744,user3744@example.com,ACC002904,2023-03-27,,completed,,2023-04-15,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,15,5,True,True,False,True,False,On Time,,False,False,credit_card,1794.19,1993.55,1993.55,1993.55,2093.22,0,99.68,59.81,159.48,15,3,6,0,3,standard,US,US,CA,San Francisco
ORD00002420,False,QT000013358,USR0003744,user3744@example.com,ACC002904,2023-07-20,,completed,,2023-08-02,,,,,instant_quote,False,,,standard,$1k-$5k,,1-10,returning,returning,,1,1,1,1,False,0,18,3,True,False,False,False,False,On Time,,False,False,credit_card,410.09,455.66,455.66,455.66,478.44,0,22.78,13.67,36.45,12,1,7,0,12,standard,US,US,CA,San Francisco
