_id,_constructed,_updated,_deleted,email_address,billing_email_address,email_address_verified,email_flag,full_name,first_name,last_name,account,company,erp_company_name,phone_number,current_customer_flag,total_quotes,total_bookings,total_orders,is_instant_quote_user,is_instant_quote_customer_user,is_active_teamspace_user,is_created_teamspace_user,is_partner_user,is_staff_user,is_excluded_user,is_instant_quote_funnel_user,tax_exempt,signup_date,first_quote_time,first_quote_time_et,last_quote_time,last_quote_time_et,first_order_time,first_order_time_et,last_order_time,last_order_time_et,accepted_teamspace_invitation_at,min_teamspace_created_at
USR0000318,2020-11-21,2020-12-02,False,user318@example.com,billing318@example.com,False,COMPANY_EMAIL,User 318,First318,Last318,ACC000406,Company 406,Company 406,+15550000318,True,5,12,2,True,False,False,True,False,False,False,False,False,2020-11-21,,,,,,,,,,
USR0000319,2022-12-26,2023-01-20,False,user319@example.com,billing319@example.com,True,COMPANY_EMAIL,User 319,First319,Last319,ACC000661,Company 661,Company 661,+15550000319,False,11,9,0,True,False,False,False,False,False,False,False,False,2022-12-26,,,,,,,,,,
USR0000320,2020-06-24,2020-08-31,False,user320@example.com,billing320@example.com,False,COMPANY_EMAIL,User 320,First320,Last320,ACC001317,Company 1317,Company 1317,+15550000320,True,12,8,0,False,True,False,False,False,False,False,False,False,2020-06-24,,,,,,,,,,
USR0000321,2020-06-15,2020-08-07,False,user321@example.com,billing321@example.com,False,COMPANY_EMAIL,User 321,First321,Last321,ACC000056,Company 56,Company 56,+15550000321,False,6,5,2,True,False,False,False,False,False,False,False,False,2020-06-15,,,,,,,,,,
USR0000322,2024-06-13,2024-06-15,False,user322@example.com,billing322@example.com,True,PERSONAL_EMAIL,User 322,First322,Last322,ACC001235,Company 1235,Company 1235,+15550000322,False,9,4,7,True,False,False,False,False,False,False,False,False,2024-06-13,,,,,,,,,,
USR0000323,2021-12-12,2021-12-27,False,user323@example.com,billing323@example.com,True,PERSONAL_EMAIL,User 323,First323,Last323,ACC002370,Company 2370,Company 2370,+15550000323,True,18,7,1,True,True,False,False,False,True,False,False,False,2021-12-12,,,,,,,,,,
USR0000324,2023-09-03,2023-10-15,False,user324@example.com,billing324@example.com,True,PERSONAL_EMAIL,User 324,First324,Last324,ACC001645,Company 1645,Company 1645,+15550000324,False,2,6,1,False,True,False,False,False,False,False,False,False,2023-09-03,,,,,,,,,,
USR0000325,2025-08-02,2025-09-02,False,user325@example.com,billing325@example.com,True,COMPANY_EMAIL,User 325,First325,Last325,ACC001356,Company 1356,Company 1356,+15550000325,False,1,3,0,False,False,False,False,False,False,False,True,False,2025-08-02,,,,,,,,,,
USR0000326,2020-04-15,2020-07-13,False,user326@example.com,billing326@example.com,True,PERSONAL_EMAIL,User 326,First326,Last326,ACC001524,Company 1524,Company 1524,+15550000326,True,8,5,7,True,True,False,False,False,False,False,True,False,2020-04-15,,,,,,,,,,
USR0000327,2024-07-01,2024-07-11,False,user327@example.com,billing327@example.com,True,COMPANY_EMAIL,User 327,First327,Last327,ACC002958,Company 2958,Company 2958,+15550000327,False,24,11,8,False,False,False,False,False,False,False,False,False,2024-07-01,,,,,,,,,,
USR0000328,2020-08-14,2020-08-16,False,user328@example.com,billing328@example.com,True,COMPANY_EMAIL,User 328,First328,Last328,ACC001626,Company 1626,Company 1626,+15550000328,False,19,7,3,False,True,True,False,False,False,False,False,True,2020-08-14,,,,,,,,,,
USR0000329,2024-04-22,2024-06-10,False,user329@example.com,billing329@example.com,True,COMPANY_EMAIL,User 329,First329,Last329,ACC001669,Company 1669,Company 1669,+15550000329,True,8,4,0,False,False,False,True,False,False,False,False,False,2024-04-22,,,,,,,,,,
USR0000330,2021-09-25,2021-12-20,False,user330@example.com,billing330@example.com,True,COMPANY_EMAIL,User 330,First330,Last330,ACC002908,Company 2908,Company 2908,+15550000330,False,21,3,7,False,False,False,False,False,False,False,True,False,2021-09-25,,,,,,,,,,
USR0000331,2020-10-06,2020-10-06,False,user331@example.com,billing331@example.com,True,COMPANY_EMAIL,User 331,First331,Last331,ACC000492,Company 492,Company 492,+15550000331,True,11,3,0,True,True,False,False,False,False,False,False,False,2020-10-06,,,,,,,,,,
USR0000332,2021-04-18,2021-07-01,False,user332@example.com,billing332@example.com,True,COMPANY_EMAIL,User 332,First332,Last332,ACC000299,Company 299,Company 299,+15550000332,True,14,5,9,False,False,True,False,False,False,False,True,True,2021-04-18,,,,,,,,,,
USR0000333,2022-01-24,2022-04-23,False,user333@example.com,billing333@example.com,False,COMPANY_EMAIL,User 333,First333,Last333,ACC001405,Company 1405,Company 1405,+15550000333,False,12,7,4,False,False,True,False,False,False,False,False,False,2022-01-24,,,,,,,,,,
USR0000334,2024-02-18,2024-03-26,False,user334@example.com,billing334@example.com,True,PERSONAL_EMAIL,User 334,First334,Last334,ACC000995,Company 995,Company 995,+15550000334,True,0,3,7,True,False,False,False,False,False,False,False,False,2024-02-18,,,,,,,,,,
USR0000335,2023-11-09,2023-12-16,False,user335@example.com,billing335@example.com,False,PERSONAL_EMAIL,User 335,First335,Last335,ACC000634,Company 634,Company 634,+15550000335,False,6,0,4,True,False,False,False,False,False,False,True,False,2023-11-09,,,,,,,,,,
USR0000336,2024-02-16,2024-05-15,False,user336@example.com,billing336@example.com,True,PERSONAL_EMAIL,User 336,First336,Last336,ACC000373,Company 373,Company 373,+15550000336,False,2,10,0,False,False,False,False,False,False,False,True,False,2024-02-16,,,,,,,,,,
USR0000337,2020-02-14,2020-04-10,False,user337@example.com,billing337@example.com,True,PERSONAL_EMAIL,User 337,First337,Last337,ACC002743,Company 2743,Company 2743,+15550000337,False,14,9,9,False,False,False,False,False,False,False,True,True,2020-02-14,,,,,,,,,,
USR0000338,2025-07-10,2025-08-28,False,user338@example.com,billing338@example.com,True,PERSONAL_EMAIL,User 338,First338,Last338,ACC001919,Company 1919,Company 1919,+15550000338,True,10,12,3,True,False,True,False,False,False,False,False,False,2025-07-10,,,,,,,,,,
USR0000339,2022-06-16,2022-07-11,False,user339@example.com,billing339@example.com,True,COMPANY_EMAIL,User 339,First339,Last339,ACC002159,Company 2159,Company 2159,+15550000339,True,23,3,6,True,False,False,False,False,False,False,True,False,2022-06-16,,,,,,,,,,
USR0000340,2020-08-18,2020-11-09,False,user340@example.com,billing340@example.com,True,PERSONAL_EMAIL,User 340,First340,Last340,ACC000369,Company 369,Company 369,+15550000340,False,7,0,5,False,False,False,False,False,False,False,False,False,2020-08-18,,,,,,,,,,
USR0000341,2025-04-05,2025-04-27,False,user341@example.com,billing341@example.com,True,COMPANY_EMAIL,User 341,First341,Last341,ACC001066,Company 1066,Company 1066,+15550000341,False,5,8,1,True,False,False,True,False,False,False,False,False,2025-04-05,,,,,,,,,,
USR0000342,2024-06-28,2024-08-02,False,user342@example.com,billing342@example.com,True,PERSONAL_EMAIL,User 342,First342,Last342,ACC001940,Company 1940,Company 1940,+15550000342,False,2,5,0,False,False,False,False,False,False,False,False,False,2024-06-28,,,,,,,,,,
USR0000343,2020-06-19,2020-09-03,False,user343@example.com,billing343@example.com,True,COMPANY_EMAIL,User 343,First343,Last343,ACC001649,Company 1649,Company 1649,+15550000343,True,24,0,6,True,False,False,False,False,False,False,False,True,2020-06-19,,,,,,,,,,
USR0000344,2022-06-22,2022-08-06,False,user344@example.com,billing344@example.com,True,COMPANY_EMAIL,User 344,First344,Last344,ACC002171,Company 2171,Company 2171,+15550000344,True,0,1,2,True,False,True,False,False,False,False,False,False,2022-06-22,,,,,,,,,,
USR0000345,2025-02-18,2025-04-27,False,user345@example.com,billing345@example.com,True,COMPANY_EMAIL,User 345,First345,Last345,ACC002092,Company 2092,Company 2092,+15550000345,True,12,13,3,True,False,False,False,False,False,False,True,False,2025-02-18,,,,,,,,,,
USR0000346,2023-11-13,2024-02-10,False,user346@example.com,billing346@example.com,True,PERSONAL_EMAIL,User 346,First346,Last346,ACC001291,Company 1291,Company 1291,+15550000346,True,14,1,4,False,True,False,False,False,False,False,True,False,2023-11-13,,,,,,,,,,
USR0000347,2021-02-06,2021-04-04,False,user347@example.com,billing347@example.com,True,PERSONAL_EMAIL,User 347,First347,Last347,ACC002446,Company 2446,Company 2446,+15550000347,True,0,3,4,False,False,False,False,False,False,False,False,True,2021-02-06,,,,,,,,,,
USR0000348,2023-12-20,2024-01-03,False,user348@example.com,billing348@example.com,True,COMPANY_EMAIL,User 348,First348,Last348,ACC000811,Company 811,Company 811,+15550000348,True,6,7,9,True,False,False,False,False,False,False,False,False,2023-12-20,,,,,,,,,,
USR0000349,2021-01-26,2021-04-03,False,user349@example.com,billing349@example.com,True,COMPANY_EMAIL,User 349,First349,Last349,ACC000250,Company 250,Company 250,+15550000349,False,5,12,4,False,False,False,False,False,False,False,False,False,2021-01-26,,,,,,,,,,
USR0000350,2021-12-28,2022-02-19,False,user350@example.com,billing350@example.com,True,PERSONAL_EMAIL,User 350,First350,Last350,ACC002854,Company 2854,Company 2854,+15550000350,False,11,9,5,False,False,False,False,False,False,False,False,False,2021-12-28,,,,,,,,,,
USR0000351,2021-02-08,2021-02-23,False,user351@example.com,billing351@example.com,True,COMPANY_EMAIL,User 351,First351,Last351,ACC000070,Company 70,Company 70,+15550000351,True,13,0,8,False,False,False,False,False,True,False,False,False,2021-02-08,,,,,,,,,,
USR0000352,2023-12-05,2023-12-14,False,user352@example.com,billing352@example.com,True,COMPANY_EMAIL,User 352,First352,Last352,ACC000886,Company 886,Company 886,+15550000352,False,11,12,0,True,False,False,False,False,False,False,True,True,2023-12-05,,,,,,,,,,
USR0000353,2025-04-10,2025-07-03,False,user353@example.com,billing353@example.com,True,COMPANY_EMAIL,User 353,First353,Last353,ACC000357,Company 357,Company 357,+15550000353,False,7,0,7,True,True,False,False,True,False,False,False,False,2025-04-10,,,,,,,,,,
USR0000354,2020-04-02,2020-04-11,False,user354@example.com,billing354@example.com,True,PERSONAL_EMAIL,User 354,First354,Last354,ACC000724,Company 724,Company 724,+15550000354,False,7,3,0,True,False,False,False,True,False,False,False,False,2020-04-02,,,,,,,,,,
USR0000355,2023-06-03,2023-07-13,False,user355@example.com,billing355@example.com,True,PERSONAL_EMAIL,User 355,First355,Last355,ACC001234,Company 1234,Company 1234,+15550000355,True,15,4,2,False,True,False,False,False,False,False,False,False,2023-06-03,,,,,,,,,,
USR0000356,2021-05-28,2021-08-24,False,user356@example.com,billing356@example.com,True,PERSONAL_EMAIL,User 356,First356,Last356,ACC000405,Company 405,Company 405,+15550000356,False,1,14,4,False,True,False,False,False,False,False,True,False,2021-05-28,,,,,,,,,,
USR0000357,2024-04-02,2024-06-19,False,user357@example.com,billing357@example.com,True,COMPANY_EMAIL,User 357,First357,Last357,ACC001458,Company 1458,Company 1458,+15550000357,False,20,8,2,True,False,False,False,False,False,False,False,False,2024-04-02,,,,,,,,,,
USR0000358,2020-10-15,2020-12-29,False,user358@example.com,billing358@example.com,True,COMPANY_EMAIL,User 358,First358,Last358,ACC002897,Company 2897,Company 2897,+15550000358,False,0,10,7,False,False,False,True,False,False,False,True,False,2020-10-15,,,,,,,,,,
USR0000359,2022-01-28,2022-04-04,False,user359@example.com,billing359@example.com,True,COMPANY_EMAIL,User 359,First359,Last359,ACC000426,Company 426,Company 426,+15550000359,False,4,5,1,True,False,False,False,False,False,False,False,False,2022-01-28,,,,,,,,,,
USR0000360,2021-03-02,2021-04-13,False,user360@example.com,billing360@example.com,True,COMPANY_EMAIL,User 360,First360,Last360,ACC002895,Company 2895,Company 2895,+15550000360,False,24,9,6,True,False,False,False,True,False,False,True,False,2021-03-02,,,,,,,,,,
USR0000361,2024-12-11,2025-01-05,False,user361@example.com,billing361@example.com,True,COMPANY_EMAIL,User 361,First361,Last361,ACC001284,Company 1284,Company 1284,+15550000361,False,24,9,6,False,False,False,True,False,False,False,False,True,2024-12-11,,,,,,,,,,
USR0000362,2020-06-19,2020-09-07,False,user362@example.com,billing362@example.com,True,COMPANY_EMAIL,User 362,First362,Last362,ACC001851,Company 1851,Company 1851,+15550000362,False,10,8,9,True,False,True,False,False,False,False,True,False,2020-06-19,,,,,,,,,,
USR0000363,2023-04-19,2023-06-09,False,user363@example.com,billing363@example.com,True,COMPANY_EMAIL,User 363,First363,Last363,ACC001380,Company 1380,Company 1380,+15550000363,False,7,0,5,True,False,False,True,False,False,False,False,True,2023-04-19,,,,,,,,,,
USR0000364,2020-09-06,2020-10-11,False,user364@example.com,billing364@example.com,True,COMPANY_EMAIL,User 364,First364,Last364,ACC000989,Company 989,Company 989,+15550000364,False,15,1,7,True,False,True,False,False,False,False,True,False,2020-09-06,,,,,,,,,,
USR0000365,2023-05-26,2023-08-20,False,user365@example.com,billing365@example.com,True,COMPANY_EMAIL,User 365,First365,Last365,ACC000340,Company 340,Company 340,+15550000365,True,21,9,9,False,False,False,False,False,False,False,True,False,2023-05-26,,,,,,,,,,
USR0000366,2024-05-07,2024-06-09,False,user366@example.com,billing366@example.com,True,PERSONAL_EMAIL,User 366,First366,Last366,ACC001854,Company 1854,Company 1854,+15550000366,True,24,5,9,True,False,False,False,False,False,False,True,True,2024-05-07,,,,,,,,,,
USR0000367,2024-04-05,2024-04-08,False,user367@example.com,billing367@example.com,True,COMPANY_EMAIL,User 367,First367,Last367,ACC002864,Company 2864,Company 2864,+15550000367,True,12,14,2,False,False,False,False,False,False,False,True,False,2024-04-05,,,,,,,,,,
USR0000368,2020-03-09,2020-05-02,False,user368@example.com,billing368@example.com,True,COMPANY_EMAIL,User 368,First368,Last368,ACC001627,Company 1627,Company 1627,+15550000368,True,1,7,9,True,False,False,False,False,False,False,False,False,2020-03-09,,,,,,,,,,
USR0000369,2024-05-19,2024-06-26,False,user369@example.com,billing369@example.com,True,COMPANY_EMAIL,User 369,First369,Last369,ACC001872,Company 1872,Company 1872,+15550000369,False,5,6,8,True,True,True,True,False,False,False,True,False,2024-05-19,,,,,,,,,,
USR0000370,2021-09-06,2021-11-01,False,user370@example.com,billing370@example.com,True,COMPANY_EMAIL,User 370,First370,Last370,ACC002011,Company 2011,Company 2011,+15550000370,True,10,13,6,False,False,False,False,False,False,False,True,False,2021-09-06,,,,,,,,,,
USR0000371,2023-11-11,2024-01-05,False,user371@example.com,billing371@example.com,True,PERSONAL_EMAIL,User 371,First371,Last371,ACC001214,Company 1214,Company 1214,+15550000371,False,5,10,1,False,False,False,False,False,False,False,True,True,2023-11-11,,,,,,,,,,
USR0000372,2025-06-17,2025-08-12,False,user372@example.com,billing372@example.com,True,COMPANY_EMAIL,User 372,First372,Last372,ACC000376,Company 376,Company 376,+15550000372,False,10,3,0,True,True,False,False,False,False,False,True,False,2025-06-17,,,,,,,,,,
USR0000373,2020-09-03,2020-10-03,False,user373@example.com,billing373@example.com,True,COMPANY_EMAIL,User 373,First373,Last373,ACC001584,Company 1584,Company 1584,+15550000373,True,2,11,0,False,False,False,False,False,False,False,True,False,2020-09-03,,,,,,,,,,
USR0000374,2022-01-20,2022-02-11,False,user374@example.com,billing374@example.com,True,COMPANY_EMAIL,User 374,First374,Last374,ACC002715,Company 2715,Company 2715,+15550000374,True,2,9,9,False,True,False,True,False,False,False,True,False,2022-01-20,,,,,,,,,,
USR0000375,2024-11-28,2024-12-26,False,user375@example.com,billing375@example.com,True,PERSONAL_EMAIL,User 375,First375,Last375,ACC000981,Company 981,Company 981,+15550000375,True,21,10,0,True,False,False,False,False,False,False,False,False,2024-11-28,,,,,,,,,,
USR0000376,2020-10-19,2021-01-13,False,user376@example.com,billing376@example.com,False,COMPANY_EMAIL,User 376,First376,Last376,ACC002723,Company 2723,Company 2723,+15550000376,True,18,2,7,True,True,False,False,False,False,False,False,False,2020-10-19,,,,,,,,,,
USR0000377,2021-06-23,2021-08-29,False,user377@example.com,billing377@example.com,True,COMPANY_EMAIL,User 377,First377,Last377,ACC002669,Company 2669,Company 2669,+15550000377,True,7,7,8,True,False,False,False,False,False,False,False,False,2021-06-23,,,,,,,,,,
USR0000378,2023-02-10,2023-03-17,False,user378@example.com,billing378@example.com,True,PERSONAL_EMAIL,User 378,First378,Last378,ACC000765,Company 765,Company 765,+15550000378,True,11,5,5,True,False,True,True,False,False,False,True,True,2023-02-10,,,,,,,,,,
USR0000379,2025-08-23,2025-11-13,False,user379@example.com,billing379@example.com,True,PERSONAL_EMAIL,User 379,First379,Last379,ACC001796,Company 1796,Company 1796,+15550000379,True,10,2,9,False,True,True,False,False,False,False,True,False,2025-08-23,,,,,,,,,,
USR0000380,2021-09-01,2021-11-08,False,user380@example.com,billing380@example.com,True,PERSONAL_EMAIL,User 380,First380,Last380,ACC002336,Company 2336,Company 2336,+15550000380,True,13,1,3,False,False,False,False,False,False,False,False,False,2021-09-01,,,,,,,,,,
USR0000381,2022-03-08,2022-04-25,False,user381@example.com,billing381@example.com,True,COMPANY_EMAIL,User 381,First381,Last381,ACC001546,Company 1546,Company 1546,+15550000381,True,2,6,3,True,True,False,False,False,False,False,True,False,2022-03-08,,,,,,,,,,
USR0000382,2024-07-04,2024-09-14,False,user382@example.com,billing382@example.com,True,PERSONAL_EMAIL,User 382,First382,Last382,ACC002185,Company 2185,Company 2185,+15550000382,False,1,8,9,False,True,False,True,False,False,False,True,False,2024-07-04,,,,,,,,,,
USR0000383,2020-09-05,2020-11-29,False,user383@example.com,billing383@example.com,True,COMPANY_EMAIL,User 383,First383,Last383,ACC002846,Company 2846,Company 2846,+15550000383,False,3,0,1,False,True,True,False,False,False,False,False,False,2020-09-05,,,,,,,,,,
USR0000384,2021-11-08,2021-12-29,False,user384@example.com,billing384@example.com,False,COMPANY_EMAIL,User 384,First384,Last384,ACC001960,Company 1960,Company 1960,+15550000384,True,14,4,0,True,True,False,False,False,False,False,True,False,2021-11-08,,,,,,,,,,
USR0000385,2021-10-15,2021-10-24,False,user385@example.com,billing385@example.com,True,COMPANY_EMAIL,User 385,First385,Last385,ACC002618,Company 2618,Company 2618,+15550000385,True,8,9,4,True,False,False,False,False,False,False,True,False,2021-10-15,,,,,,,,,,
USR0000386,2022-04-09,2022-05-17,False,user386@example.com,billing386@example.com,True,COMPANY_EMAIL,User 386,First386,Last386,ACC002503,Company 2503,Company 2503,+15550000386,True,22,7,1,True,True,False,False,False,False,False,False,False,2022-04-09,,,,,,,,,,
USR0000387,2023-04-01,2023-04-21,False,user387@example.com,billing387@example.com,True,COMPANY_EMAIL,User 387,First387,Last387,ACC002540,Company 2540,Company 2540,+15550000387,False,15,14,5,False,True,False,True,False,False,False,False,False,2023-04-01,,,,,,,,,,
USR0000388,2021-04-03,2021-06-04,False,user388@example.com,billing388@example.com,False,COMPANY_EMAIL,User 388,First388,Last388,ACC002663,Company 2663,Company 2663,+15550000388,True,12,13,4,False,True,False,False,False,False,False,True,False,2021-04-03,,,,,,,,,,
USR0000389,2022-03-20,2022-03-27,False,user389@example.com,billing389@example.com,True,PERSONAL_EMAIL,User 389,First389,Last389,ACC000705,Company 705,Company 705,+15550000389,False,18,5,3,False,True,False,False,False,False,False,True,False,2022-03-20,,,,,,,,,,
USR0000390,2025-03-11,2025-04-22,False,user390@example.com,billing390@example.com,True,COMPANY_EMAIL,User 390,First390,Last390,ACC000057,Company 57,Company 57,+15550000390,False,14,4,4,False,False,False,True,False,False,False,True,False,2025-03-11,,,,,,,,,,
USR0000391,2024-09-10,2024-10-19,False,user391@example.com,billing391@example.com,False,COMPANY_EMAIL,User 391,First391,Last391,ACC000478,Company 478,Company 478,+15550000391,True,4,4,5,True,False,False,False,False,False,False,False,True,2024-09-10,,,,,,,,,,
USR0000392,2025-06-01,2025-07-05,False,user392@example.com,billing392@example.com,True,COMPANY_EMAIL,User 392,First392,Last392,ACC000780,Company 780,Company 780,+15550000392,True,10,14,8,True,True,False,False,True,False,False,False,False,2025-06-01,,,,,,,,,,
USR0000393,2023-11-12,2024-01-07,False,user393@example.com,billing393@example.com,True,PERSONAL_EMAIL,User 393,First393,Last393,ACC002156,Company 2156,Company 2156,+15550000393,False,22,3,6,False,False,False,False,False,False,False,False,False,2023-11-12,,,,,,,,,,
USR0000394,2023-04-19,2023-06-07,False,user394@example.com,billing394@example.com,True,PERSONAL_EMAIL,User 394,First394,Last394,ACC001593,Company 1593,Company 1593,+15550000394,False,17,7,8,True,False,False,False,False,False,False,False,True,2023-04-19,,,,,,,,,,
USR0000395,2021-03-17,2021-04-04,False,user395@example.com,billing395@example.com,True,PERSONAL_EMAIL,User 395,First395,Last395,ACC001464,Company 1464,Company 1464,+15550000395,True,8,3,6,True,False,False,False,False,False,False,False,False,2021-03-17,,,,,,,,,,
USR0000396,2020-11-24,2021-02-04,False,user396@example.com,billing396@example.com,True,COMPANY_EMAIL,User 396,First396,Last396,ACC000028,Company 28,Company 28,+15550000396,True,3,2,2,True,False,True,False,False,False,False,False,True,2020-11-24,,,,,,,,,,
USR0000397,2023-01-19,2023-02-28,False,user397@example.com,billing397@example.com,True,PERSONAL_EMAIL,User 397,First397,Last397,ACC002136,Company 2136,Company 2136,+15550000397,True,18,1,4,True,False,False,False,False,False,False,True,False,2023-01-19,,,,,,,,,,
USR0000398,2022-04-17,2022-05-01,False,user398@example.com,billing398@example.com,True,COMPANY_EMAIL,User 398,First398,Last398,ACC001138,Company 1138,Company 1138,+15550000398,True,20,13,4,True,False,True,False,False,False,False,True,False,2022-04-17,,,,,,,,,,
USR0000399,2024-06-17,2024-08-17,False,user399@example.com,billing399@example.com,True,COMPANY_EMAIL,User 399,First399,Last399,ACC002376,Company 2376,Company 2376,+15550000399,False,2,11,2,False,False,False,False,False,False,False,True,True,2024-06-17,,,,,,,,,,
USR0000400,2020-01-20,2020-02-24,False,user400@example.com,billing400@example.com,False,COMPANY_EMAIL,User 400,First400,Last400,ACC000352,Company 352,Company 352,+15550000400,True,22,5,1,True,False,False,False,False,False,False,True,False,2020-01-20,,,,,,,,,,
USR0000401,2025-01-17,2025-03-15,False,user401@example.com,billing401@example.com,True,COMPANY_EMAIL,User 401,First401,Last401,ACC000922,Company 922,Company 922,+15550000401,True,13,8,2,True,False,True,False,False,False,False,False,False,2025-01-17,,,,,,,,,,
USR0000402,2020-12-18,2021-02-23,False,user402@example.com,billing402@example.com,True,COMPANY_EMAIL,User 402,First402,Last402,ACC000170,Company 170,Company 170,+15550000402,True,14,11,5,False,False,False,False,False,False,False,True,False,2020-12-18,,,,,,,,,,
USR0000403,2022-03-28,2022-05-23,False,user403@example.com,billing403@example.com,True,PERSONAL_EMAIL,User 403,First403,Last403,ACC000889,Company 889,Company 889,+15550000403,True,21,12,4,True,True,False,False,False,False,False,True,False,2022-03-28,,,,,,,,,,
USR0000404,2022-01-07,2022-04-01,False,user404@example.com,billing404@example.com,False,PERSONAL_EMAIL,User 404,First404,Last404,ACC002885,Company 2885,Company 2885,+15550000404,False,18,10,6,True,True,False,False,False,True,False,False,False,2022-01-07,,,,,,,,,,
USR0000405,2025-03-27,2025-05-20,False,user405@example.com,billing405@example.com,True,COMPANY_EMAIL,User 405,First405,Last405,ACC001533,Company 1533,Company 1533,+15550000405,False,12,6,8,False,False,False,False,False,False,False,False,False,2025-03-27,,,,,,,,,,
USR0000406,2024-01-30,2024-03-04,False,user406@example.com,billing406@example.com,False,COMPANY_EMAIL,User 406,First406,Last406,ACC001373,Company 1373,Company 1373,+15550000406,True,24,5,3,False,False,False,False,False,False,False,False,False,2024-01-30,,,,,,,,,,
USR0000407,2020-03-15,2020-06-11,False,user407@example.com,billing407@example.com,False,COMPANY_EMAIL,User 407,First407,Last407,ACC000854,Company 854,Company 854,+15550000407,False,11,9,2,True,False,False,False,False,False,False,False,False,2020-03-15,,,,,,,,,,
USR0000408,2024-10-30,2024-12-15,False,user408@example.com,billing408@example.com,False,PERSONAL_EMAIL,User 408,First408,Last408,ACC000827,Company 827,Company 827,+15550000408,False,24,9,4,True,False,False,False,False,False,False,True,False,2024-10-30,,,,,,,,,,
USR0000409,2023-11-01,2024-01-04,False,user409@example.com,billing409@example.com,True,PERSONAL_EMAIL,User 409,First409,Last409,ACC002085,Company 2085,Company 2085,+15550000409,False,12,3,9,False,True,False,False,False,False,False,False,False,2023-11-01,,,,,,,,,,
USR0000410,2020-05-20,2020-06-18,False,user410@example.com,billing410@example.com,True,COMPANY_EMAIL,User 410,First410,Last410,ACC003078,Company 3078,Company 3078,+15550000410,False,1,7,9,False,False,False,False,False,False,False,False,False,2020-05-20,,,,,,,,,,
USR0000411,2024-06-05,2024-08-25,False,user411@example.com,billing411@example.com,True,PERSONAL_EMAIL,User 411,First411,Last411,ACC002333,Company 2333,Company 2333,+15550000411,True,7,5,8,True,False,True,False,False,False,False,False,False,2024-06-05,,,,,,,,,,
USR0000412,2020-03-11,2020-06-03,False,user412@example.com,billing412@example.com,True,COMPANY_EMAIL,User 412,First412,Last412,ACC002303,Company 2303,Company 2303,+15550000412,False,18,6,5,False,False,False,False,False,False,False,False,False,2020-03-11,,,,,,,,,,
USR0000413,2022-05-29,2022-08-22,False,user413@example.com,billing413@example.com,True,COMPANY_EMAIL,User 413,First413,Last413,ACC001475,Company 1475,Company 1475,+15550000413,True,3,11,5,False,False,False,False,False,False,False,True,False,2022-05-29,,,,,,,,,,
USR0000414,2020-12-01,2021-01-04,False,user414@example.com,billing414@example.com,True,PERSONAL_EMAIL,User 414,First414,Last414,ACC000308,Company 308,Company 308,+15550000414,True,11,1,5,False,False,False,True,False,False,False,False,False,2020-12-01,,,,,,,,,,
USR0000415,2020-01-23,2020-04-09,False,user415@example.com,billing415@example.com,True,PERSONAL_EMAIL,User 415,First415,Last415,ACC002261,Company 2261,Company 2261,+15550000415,False,14,1,6,True,False,True,True,False,False,False,False,False,2020-01-23,,,,,,,,,,
USR0000416,2023-03-03,2023-05-02,False,user416@example.com,billing416@example.com,True,PERSONAL_EMAIL,User 416,First416,Last416,ACC002527,Company 2527,Company 2527,+15550000416,True,9,12,0,True,True,False,False,False,False,False,True,False,2023-03-03,,,,,,,,,,
USR0000417,2023-11-22,2023-11-30,False,user417@example.com,billing417@example.com,True,COMPANY_EMAIL,User 417,First417,Last417,ACC001595,Company 1595,Company 1595,+15550000417,True,15,13,3,False,False,False,False,False,False,False,False,False,2023-11-22,,,,,,,,,,
USR0000418,2022-09-19,2022-12-10,False,user418@example.com,billing418@example.com,True,PERSONAL_EMAIL,User 418,First418,Last418,ACC000285,Company 285,Company 285,+15550000418,False,13,2,2,True,False,False,False,False,False,False,True,True,2022-09-19,,,,,,,,,,
USR0000419,2021-12-09,2022-01-25,False,user419@example.com,billing419@example.com,True,COMPANY_EMAIL,User 419,First419,Last419,ACC002227,Company 2227,Company 2227,+15550000419,True,2,10,1,False,False,False,True,False,False,False,False,False,2021-12-09,,,,,,,,,,
USR0000420,2022-11-28,2023-01-14,False,user420@example.com,billing420@example.com,True,COMPANY_EMAIL,User 420,First420,Last420,ACC002878,Company 2878,Company 2878,+15550000420,False,21,2,2,False,True,False,False,False,False,False,False,False,2022-11-28,,,,,,,,,,
USR0000421,2020-11-10,2020-12-14,False,user421@example.com,billing421@example.com,True,COMPANY_EMAIL,User 421,First421,Last421,ACC000703,Company 703,Company 703,+15550000421,False,11,7,5,False,False,True,False,False,False,False,True,False,2020-11-10,,,,,,,,,,
USR0000422,2020-04-13,2020-06-28,False,user422@example.com,billing422@example.com,False,PERSONAL_EMAIL,User 422,First422,Last422,ACC000498,Company 498,Company 498,+15550000422,False,3,12,7,False,False,False,False,False,False,False,False,True,2020-04-13,,,,,,,,,,
USR0000423,2020-11-21,2020-11-29,False,user423@example.com,billing423@example.com,True,COMPANY_EMAIL,User 423,First423,Last423,ACC002308,Company 2308,Company 2308,+15550000423,False,3,14,4,True,False,False,False,True,False,False,True,False,2020-11-21,,,,,,,,,,
